@relation data
@attribute V1 {'1','2'}
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 {'1','2'}
@attribute V5 numeric
@attribute Class {'1','2','3'}
@data
'1',1.32336322137799,-0.718271225135215,'1',-0.630202239999888,'3'
'2',0.143464908497918,-0.718271225135215,'1',-0.782391584456503,'3'
'1',1.32336322137799,-0.718271225135215,'2',1.65263792684932,'3'
'1',-1.33140798260218,-0.857864572776335,'2',0.435123171196411,'3'
'2',-1.03643340438216,0.39847555599374,'2',2.10920596021916,'3'
'2',1.32336322137799,-0.718271225135215,'1',-0.554107567771581,'3'
'2',-0.741458826162138,-0.439084529852977,'2',-0.630202239999888,'3'
'2',-0.593971537052128,-0.718271225135215,'2',-0.0214448621734315,'3'
'1',1.17587593226799,-0.718271225135215,'1',2.33748997690409,'3'
'2',0.143464908497918,-0.718271225135215,'1',-0.554107567771581,'3'
'2',-0.593971537052128,1.93400238004605,'2',-1.39114896228296,'3'
'2',-0.1515096697221,-0.997457920417451,'2',0.20683915451149,'3'
'2',0.585926775827947,1.79440903240493,'2',0.130744482283183,'3'
'2',-1.18392069349216,1.23603564184046,'2',0.891691204566254,'3'
'2',-1.18392069349216,1.23603564184046,'2',1.11997522125117,'2'
'2',-1.18392069349216,1.23603564184046,'2',1.19606989347948,'2'
'2',-1.03643340438216,0.39847555599374,'2',-1.31505429005466,'2'
'2',1.17587593226799,-0.718271225135215,'2',1.4243539101644,'2'
'2',-0.1515096697221,-0.718271225135215,'1',-1.31505429005466,'2'
'2',-1.03643340438216,2.35278242296941,'2',1.11997522125117,'2'
'2',1.61833779959802,-0.159897834570738,'2',-0.0214448621734315,'2'
'2',1.61833779959802,-0.159897834570738,'2',-0.32582355108666,'2'
'2',-1.77386984993221,0.119288860711502,'2',0.282933826739797,'2'
'2',-1.92135713904222,0.956848946558219,'1',-0.401918223314966,'2'
'2',0.143464908497918,0.67766225127598,'2',0.739501860109639,'2'
'2',-1.03643340438216,0.39847555599374,'2',-1.08677027336973,'2'
'2',-0.888946115272148,-0.718271225135215,'2',-0.249728878858353,'2'
'2',-0.00402238061209097,0.956848946558219,'2',0.815596532337947,'2'
'2',1.02838864315797,-0.857864572776335,'2',1.11997522125117,'1'
'2',1.17587593226799,-0.718271225135215,'2',0.0546498100548756,'1'
'2',-0.44648424794212,-0.997457920417451,'2',1.80482727130593,'1'
'2',0.585926775827947,-0.439084529852977,'2',-0.630202239999888,'1'
'2',-0.1515096697221,-0.997457920417451,'2',0.282933826739797,'1'
'1',-0.1515096697221,-0.718271225135215,'1',-1.08677027336973,'1'
'2',-1.33140798260218,-0.857864572776335,'2',0.739501860109639,'1'
'2',0.290952197607928,-0.020304486929618,'2',0.663407187881332,'1'
'2',-1.47889527171218,1.09644229419933,'2',-0.478012895543274,'1'
'2',-1.33140798260218,-0.857864572776335,'2',1.57654325462101,'1'
'2',-0.00402238061209097,0.956848946558219,'2',0.815596532337947,'1'
'1',1.17587593226799,-0.718271225135215,'2',2.33748997690409,'3'
'1',1.32336322137799,-0.718271225135215,'1',-0.173634206630046,'3'
'1',-0.1515096697221,-0.718271225135215,'1',-0.782391584456503,'3'
'2',0.290952197607928,1.5152223371227,'2',-1.23895961782635,'3'
'2',-0.741458826162138,-0.857864572776335,'2',0.891691204566254,'3'
'2',-0.1515096697221,-0.718271225135215,'1',-1.23895961782635,'3'
'2',0.585926775827947,1.79440903240493,'2',-0.630202239999888,'3'
'1',1.17587593226799,-0.718271225135215,'2',1.34825923793609,'3'
'2',-1.03643340438216,0.39847555599374,'1',-0.554107567771581,'3'
'1',1.32336322137799,-0.718271225135215,'1',-0.554107567771581,'3'
'1',1.32336322137799,-0.718271225135215,'2',0.815596532337947,'3'
'2',-0.00402238061209097,1.93400238004605,'2',-0.782391584456503,'3'
'1',0.438439486717937,1.23603564184046,'2',-0.630202239999888,'3'
'2',-0.741458826162138,-0.439084529852977,'2',-0.249728878858353,'3'
'2',0.585926775827947,2.35278242296941,'2',-0.173634206630046,'3'
'1',0.438439486717937,1.23603564184046,'2',0.282933826739797,'3'
'2',-1.92135713904222,0.956848946558219,'2',0.282933826739797,'3'
'2',-1.92135713904222,-0.020304486929618,'2',-0.706296912228195,'2'
'1',-0.44648424794212,1.09644229419933,'2',-0.401918223314966,'2'
'1',1.17587593226799,0.67766225127598,'2',-0.0214448621734315,'2'
'2',-0.741458826162138,-0.857864572776335,'2',-1.01067560114143,'2'
'2',-0.1515096697221,-0.997457920417451,'2',-0.554107567771581,'2'
'1',-1.18392069349216,1.23603564184046,'2',0.587312515653025,'2'
'2',1.32336322137799,-0.718271225135215,'1',-0.554107567771581,'2'
'1',1.32336322137799,-0.718271225135215,'1',-0.554107567771581,'2'
'2',-1.18392069349216,1.23603564184046,'2',0.739501860109639,'2'
'1',1.17587593226799,-0.718271225135215,'2',-0.934580928913116,'2'
'2',0.880901354047965,-0.857864572776335,'2',-0.173634206630046,'2'
'2',1.32336322137799,-0.718271225135215,'2',-1.31505429005466,'2'
'2',0.880901354047965,-0.857864572776335,'2',-1.01067560114143,'1'
'1',1.32336322137799,-0.718271225135215,'2',0.815596532337947,'1'
'2',-0.1515096697221,-0.997457920417451,'2',0.130744482283183,'1'
'2',-0.593971537052128,-0.718271225135215,'2',-0.630202239999888,'1'
'2',-1.03643340438216,0.39847555599374,'2',0.20683915451149,'1'
'1',-0.00402238061209097,0.956848946558219,'2',0.359028498968104,'1'
'2',-0.888946115272148,-0.718271225135215,'2',-0.0214448621734315,'1'
'2',-0.29899695883211,-0.159897834570738,'2',0.511217843424718,'1'
